IfcGUID,レベル,部屋: 名前,ファミリ,マーク,タイプ IfcGUID,照度,仕様 メーカー,仕様 商品名・銘柄・型番,仕様 規格・寸法,価格,交換日
3x3_QK1Hn34h1hI00N9F5Z,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2272,1uZhMWPbb3YB$ENENMTnJW,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5Y,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2273,1uZhMWPbb3YB$ENENMTnJW,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5b,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2274,1uZhMWPbb3YB$ENENMTnJW,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5a,,ELVホール,E 一般照明 LED ユニバーサルダウンライト,2275,1uZhMWPbb3YB$ENENMTnJW,497 lx,,,,,
3x3_QK1Hn34h1hI00N9F5v,,駐車場,E 非常照明 白熱灯,2277,1uZhMWPbb3YB$ENENMToYv,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5u,,駐車場,E 非常照明 白熱灯,2278,1uZhMWPbb3YB$ENENMToYv,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5x,1FL,階段室,E 非常照明 避難口誘導灯,2279,1uZhMWPbb3YB$ENENMToQq,,,,,,
3x3_QK1Hn34h1hI00N9F5w,1FL,駐車場,E 非常照明 避難口誘導灯,2280,1uZhMWPbb3YB$ENENMToQq,,,,,,
3x3_QK1Hn34h1hI00N9F5z,,ピロティ,E 一般照明 LED ダウンライト,2281,3kRJAGJ9b2fQG8K9TIFr5B,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5$,,ピロティ,E 一般照明 LED ダウンライト,2282,3kRJAGJ9b2fQG8K9TIFr5B,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5_,,ピロティ,E 一般照明 LED ダウンライト,2283,3kRJAGJ9b2fQG8K9TIFr5B,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5n,,ピロティ,E 一般照明 LED ダウンライト,2284,3kRJAGJ9b2fQG8K9TIFr5B,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5m,,ピロティ,E 一般照明 LED ダウンライト,2285,3kRJAGJ9b2fQG8K9TIFr5B,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5p,,ピロティ,E 一般照明 LED ダウンライト,2286,3kRJAGJ9b2fQG8K9TIFr5B,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5o,,ピロティ,E 一般照明 LED ダウンライト,2287,3kRJAGJ9b2fQG8K9TIFr5B,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5r,,ピロティ,E 一般照明 LED ダウンライト,2288,3kRJAGJ9b2fQG8K9TIFr5B,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5q,,ピロティ,E 一般照明 LED ダウンライト,2289,3kRJAGJ9b2fQG8K9TIFr5B,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5t,,ピロティ,E 一般照明 LED ダウンライト,2290,3kRJAGJ9b2fQG8K9TIFr5B,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F5s,1FL,廊下2,E 非常照明 避難口誘導灯,2291,1uZhMWPbb3YB$ENENMToQq,,,,,,
3x3_QK1Hn34h1hI00N9F49,1FL,廊下1,E 非常照明 避難口誘導灯,2292,1uZhMWPbb3YB$ENENMToQq,,,,,,
3x3_QK1Hn34h1hI00N9F44,,管理人室,E 一般照明 LEDキッチン棚下灯,2304,3gsylVPln7f9fGGN09FZsT,12 lx,,,,,
3x3_QK1Hn34h1hI00N9F4O,1FL,店舗,E 非常照明 避難口誘導灯,668,1uZhMWPbb3YB$ENENMToQq,,,,,,
3x3_QK1Hn34h1hI00N9F4R,,ピロティ,E 一般照明 LED ダウンライト,669,3kRJAGJ9b2fQG8K9TIFr5B,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F4Q,,ピロティ,E 一般照明 LED ダウンライト,670,3kRJAGJ9b2fQG8K9TIFr5B,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F4T,,ピロティ,E 一般照明 LED ダウンライト,671,3kRJAGJ9b2fQG8K9TIFr5B,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F4S,,ピロティ,E 一般照明 LED ダウンライト,672,3kRJAGJ9b2fQG8K9TIFr5B,47 lx,,,,,
3x3_QK1Hn34h1hI00N9F4V,1FL,廊下2,E 非常照明 通路誘導灯,673,3x3_QK1Hn34h1hI00N9F10,,,,,,
3x3_QK1Hn34h1hI00N9F4U,1FL,エントランス ホール,E 非常照明 通路誘導灯,674,3x3_QK1Hn34h1hI00N9F10,,,,,,
3x3_QK1Hn34h1hI00N9Dd1,,ELVホール,E 一般照明 蛍光灯 間接照明,2309,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Dd0,,ELVホール,E 一般照明 蛍光灯 間接照明,2310,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Dd3,,ELVホール,E 一般照明 蛍光灯 間接照明,2311,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Dd2,,ELVホール,E 一般照明 蛍光灯 間接照明,2312,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Dd5,,ELVホール,E 一般照明 蛍光灯 間接照明,2313,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdP,,ELVホール,E 一般照明 蛍光灯 間接照明,2314,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdO,,ELVホール,E 一般照明 蛍光灯 間接照明,2315,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdR,,ELVホール,E 一般照明 蛍光灯 間接照明,2316,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdQ,,ELVホール,E 一般照明 蛍光灯 間接照明,2317,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdT,,ELVホール,E 一般照明 蛍光灯 間接照明,2318,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdH,,ELVホール,E 一般照明 蛍光灯 間接照明,2319,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdG,,ELVホール,E 一般照明 蛍光灯 間接照明,2320,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdJ,,ELVホール,E 一般照明 蛍光灯 間接照明,2321,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdI,,ELVホール,E 一般照明 蛍光灯 間接照明,2322,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdL,,ELVホール,E 一般照明 蛍光灯 間接照明,2323,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddf,,ELVホール,E 一般照明 蛍光灯 間接照明,2324,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Dde,,ELVホール,E 一般照明 蛍光灯 間接照明,2325,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddh,,ELVホール,E 一般照明 蛍光灯 間接照明,2326,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddg,,ELVホール,E 一般照明 蛍光灯 間接照明,2327,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddj,,ELVホール,E 一般照明 蛍光灯 間接照明,2328,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdX,,ELVホール,E 一般照明 蛍光灯 間接照明,2329,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdW,,ELVホール,E 一般照明 蛍光灯 間接照明,2330,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdZ,,ELVホール,E 一般照明 蛍光灯 間接照明,2331,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9DdY,,ELVホール,E 一般照明 蛍光灯 間接照明,2332,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddb,,ELVホール,E 一般照明 蛍光灯 間接照明,2333,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddv,,ELVホール,E 一般照明 蛍光灯 間接照明,2334,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddu,,ELVホール,E 一般照明 蛍光灯 間接照明,2335,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddx,,ELVホール,E 一般照明 蛍光灯 間接照明,2336,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddw,,ELVホール,E 一般照明 蛍光灯 間接照明,2337,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
3x3_QK1Hn34h1hI00N9Ddz,,ELVホール,E 一般照明 蛍光灯 間接照明,2338,3x3_QK1Hn34h1hI00N9F1E,529 lx,,,,,
